orig.ident	nReads	nGene	celltype
TASSeq.deep-3_445983	TASSeq.deep-3	88329	3108	Endo_capillary
TASSeq.deep-3_446198	TASSeq.deep-3	332684	7469	Mo_Ly6Chi
TASSeq.deep-3_446892	TASSeq.deep-3	94030	4133	Bcell
TASSeq.deep-3_446931	TASSeq.deep-3	208918	5450	Endo_capillary
TASSeq.deep-3_447074	TASSeq.deep-3	117245	5551	Tcell_CD8T
TASSeq.deep-3_447229	TASSeq.deep-3	96376	4560	Endo_capillary
TASSeq.deep-3_447537	TASSeq.deep-3	116776	4239	Mo_Ly6Chi
TASSeq.deep-3_447581	TASSeq.deep-3	55015	3245	Endo_capillary
TASSeq.deep-3_447775	TASSeq.deep-3	424494	9430	Epi_ciliated
TASSeq.deep-3_448161	TASSeq.deep-3	111318	4449	Endo_aerocyte
TASSeq.deep-3_448335	TASSeq.deep-3	387811	8123	Mac_AM
TASSeq.deep-3_448416	TASSeq.deep-3	103850	4895	doublet
TASSeq.deep-3_448523	TASSeq.deep-3	72992	3424	Endo_arterial
TASSeq.deep-3_448751	TASSeq.deep-3	213110	6160	Mo_Ly6Chi
TASSeq.deep-3_449154	TASSeq.deep-3	46715	2595	NK
TASSeq.deep-3_449394	TASSeq.deep-3	101426	4634	Bcell
TASSeq.deep-3_449707	TASSeq.deep-3	95872	4174	Bcell
TASSeq.deep-3_450431	TASSeq.deep-3	42202	2599	Bcell
TASSeq.deep-3_450459	TASSeq.deep-3	63493	3390	Bcell
TASSeq.deep-3_450808	TASSeq.deep-3	43765	2055	Endo_capillary
TASSeq.deep-3_451254	TASSeq.deep-3	111303	4277	Bcell
TASSeq.deep-3_451349	TASSeq.deep-3	85824	3617	Endo_capillary
TASSeq.deep-3_451577	TASSeq.deep-3	232302	6615	Bcell
TASSeq.deep-3_451613	TASSeq.deep-3	88775	4164	Bcell
TASSeq.deep-3_451776	TASSeq.deep-3	297023	7472	Epi_AT1
TASSeq.deep-3_451792	TASSeq.deep-3	572984	10221	Epi_clara
TASSeq.deep-3_452708	TASSeq.deep-3	391072	7182	Epi_AT2
TASSeq.deep-3_453331	TASSeq.deep-3	51505	2769	Bcell
TASSeq.deep-3_453382	TASSeq.deep-3	331900	7842	Epi_AT2
TASSeq.deep-3_453436	TASSeq.deep-3	71360	4415	NK
TASSeq.deep-3_453512	TASSeq.deep-3	231185	6423	Mo_Ly6Chi
TASSeq.deep-3_453916	TASSeq.deep-3	63365	3055	Bcell
TASSeq.deep-3_454062	TASSeq.deep-3	58333	3006	Bcell
TASSeq.deep-3_454113	TASSeq.deep-3	116499	4705	Tcell_CD4T
TASSeq.deep-3_454257	TASSeq.deep-3	58771	3059	Bcell
TASSeq.deep-3_454276	TASSeq.deep-3	77383	3187	Endo_capillary
TASSeq.deep-3_454375	TASSeq.deep-3	170410	4933	Endo_venous
TASSeq.deep-3_454513	TASSeq.deep-3	90332	3985	Bcell
TASSeq.deep-3_454610	TASSeq.deep-3	350849	7011	Epi_AT2
TASSeq.deep-3_454952	TASSeq.deep-3	135963	4697	Endo_arterial
TASSeq.deep-3_454983	TASSeq.deep-3	72185	3465	Bcell
TASSeq.deep-3_455217	TASSeq.deep-3	214467	5980	FB_alveolar
TASSeq.deep-3_455327	TASSeq.deep-3	418906	8200	Mac_AM
TASSeq.deep-3_455369	TASSeq.deep-3	119557	4803	Endo_arterial
TASSeq.deep-3_455503	TASSeq.deep-3	43865	1976	Endo_capillary
TASSeq.deep-3_455706	TASSeq.deep-3	419768	7524	Epi_AT2
TASSeq.deep-3_455780	TASSeq.deep-3	73736	3721	Bcell
TASSeq.deep-3_455928	TASSeq.deep-3	77405	3761	Bcell
TASSeq.deep-3_456128	TASSeq.deep-3	135162	5215	Mo_Ly6Clo
TASSeq.deep-3_456210	TASSeq.deep-3	115514	4545	Endo_capillary
TASSeq.deep-3_456526	TASSeq.deep-3	56887	2828	Pericyte
TASSeq.deep-3_456541	TASSeq.deep-3	325228	7054	Epi_AT2
TASSeq.deep-3_456806	TASSeq.deep-3	133014	5075	Tcell_CD4T
TASSeq.deep-3_456830	TASSeq.deep-3	130953	5141	Tcell_CD8T
TASSeq.deep-3_457133	TASSeq.deep-3	92222	3551	Mo_Ly6Clo
TASSeq.deep-3_457258	TASSeq.deep-3	68997	3440	Endo_capillary
TASSeq.deep-3_457508	TASSeq.deep-3	70760	2929	Endo_capillary
TASSeq.deep-3_457547	TASSeq.deep-3	72546	3409	Pericyte
TASSeq.deep-3_457609	TASSeq.deep-3	166953	4731	FB_alveolar
TASSeq.deep-3_457614	TASSeq.deep-3	107302	4666	Tcell_gdT
TASSeq.deep-3_457630	TASSeq.deep-3	86418	3677	Endo_capillary
TASSeq.deep-3_457699	TASSeq.deep-3	172409	4720	Epi_AT2
TASSeq.deep-3_457910	TASSeq.deep-3	174777	5674	doublet
TASSeq.deep-3_458016	TASSeq.deep-3	46422	2350	SMC
TASSeq.deep-3_458033	TASSeq.deep-3	87535	3506	Endo_capillary
TASSeq.deep-3_458208	TASSeq.deep-3	143587	4597	Endo_capillary
TASSeq.deep-3_458848	TASSeq.deep-3	54289	2767	Endo_capillary
TASSeq.deep-3_458855	TASSeq.deep-3	131836	5012	NK
TASSeq.deep-3_459070	TASSeq.deep-3	102250	3500	Endo_capillary
TASSeq.deep-3_459140	TASSeq.deep-3	58745	2646	Endo_capillary
TASSeq.deep-3_459287	TASSeq.deep-3	54376	2933	NK
TASSeq.deep-3_459378	TASSeq.deep-3	146523	5457	Bcell
TASSeq.deep-3_459403	TASSeq.deep-3	165376	5818	Bcell
TASSeq.deep-3_459469	TASSeq.deep-3	247740	7837	doublet
TASSeq.deep-3_459557	TASSeq.deep-3	298844	6897	Epi_AT2
TASSeq.deep-3_459621	TASSeq.deep-3	60286	3156	Epi_ciliated
TASSeq.deep-3_459830	TASSeq.deep-3	130443	4220	Endo_capillary
TASSeq.deep-3_460029	TASSeq.deep-3	60289	3474	NK
TASSeq.deep-3_460144	TASSeq.deep-3	133647	4587	Endo_aerocyte
TASSeq.deep-3_460185	TASSeq.deep-3	155034	4755	Endo_aerocyte
TASSeq.deep-3_460263	TASSeq.deep-3	195874	5049	FB_peribronchiolar
TASSeq.deep-3_460279	TASSeq.deep-3	80283	3693	Bcell
TASSeq.deep-3_460421	TASSeq.deep-3	32219	1436	Epi_AT2
TASSeq.deep-3_460483	TASSeq.deep-3	144363	4621	Endo_capillary
TASSeq.deep-3_460704	TASSeq.deep-3	34276	2370	FB_alveolar
TASSeq.deep-3_460748	TASSeq.deep-3	48845	1910	Epi_AT1
TASSeq.deep-3_461009	TASSeq.deep-3	99516	4435	Bcell
TASSeq.deep-3_461014	TASSeq.deep-3	47876	2265	FB_alveolar
TASSeq.deep-3_461316	TASSeq.deep-3	121999	4485	Bcell
TASSeq.deep-3_461405	TASSeq.deep-3	550777	9793	Mac_AM
TASSeq.deep-3_461455	TASSeq.deep-3	372938	7482	FB_alveolar
TASSeq.deep-3_461461	TASSeq.deep-3	77261	3332	Pericyte
TASSeq.deep-3_461561	TASSeq.deep-3	173996	5701	Mo_Ly6Clo
TASSeq.deep-3_461736	TASSeq.deep-3	58436	2618	Endo_venous
TASSeq.deep-3_461816	TASSeq.deep-3	668654	9143	FB_adventitial
TASSeq.deep-3_462009	TASSeq.deep-3	59502	3222	Bcell
TASSeq.deep-3_462148	TASSeq.deep-3	35670	1849	Endo_capillary
TASSeq.deep-3_462346	TASSeq.deep-3	170401	5696	FB_alveolar
TASSeq.deep-3_462533	TASSeq.deep-3	72551	2953	Endo_capillary
TASSeq.deep-3_462761	TASSeq.deep-3	191886	5666	Mo_Ly6Chi
TASSeq.deep-3_462915	TASSeq.deep-3	164084	5077	Mo_Ly6Chi
TASSeq.deep-3_463054	TASSeq.deep-3	58250	2130	Endo_capillary
TASSeq.deep-3_463273	TASSeq.deep-3	67386	3272	Bcell
TASSeq.deep-3_463572	TASSeq.deep-3	167828	5260	Tcell_CD8T
TASSeq.deep-3_463846	TASSeq.deep-3	74071	3086	Endo_capillary
TASSeq.deep-3_464387	TASSeq.deep-3	99316	3991	Tcell_CD4T
TASSeq.deep-3_464398	TASSeq.deep-3	41071	2217	FB_alveolar
TASSeq.deep-3_464579	TASSeq.deep-3	101367	4331	Endo_capillary
TASSeq.deep-3_464811	TASSeq.deep-3	165600	5866	Bcell
TASSeq.deep-3_464914	TASSeq.deep-3	136141	5792	Bcell
TASSeq.deep-3_465167	TASSeq.deep-3	157752	4823	Endo_LEC
TASSeq.deep-3_465469	TASSeq.deep-3	106639	3814	Endo_arterial
TASSeq.deep-3_466234	TASSeq.deep-3	271414	6035	FB_adventitial
TASSeq.deep-3_466351	TASSeq.deep-3	140726	3920	FB_alveolar
TASSeq.deep-3_466497	TASSeq.deep-3	81472	4103	Tcell_CD4T
TASSeq.deep-3_466554	TASSeq.deep-3	392303	7396	Mac_AM
TASSeq.deep-3_466574	TASSeq.deep-3	49850	2527	Endo_capillary
TASSeq.deep-3_466875	TASSeq.deep-3	187825	5727	Mo_Ly6Chi
TASSeq.deep-3_467077	TASSeq.deep-3	1213902	12995	Epi_clara
TASSeq.deep-3_467122	TASSeq.deep-3	199314	5594	Endo_aerocyte
TASSeq.deep-3_467138	TASSeq.deep-3	33445	1856	Endo_capillary
TASSeq.deep-3_467532	TASSeq.deep-3	36276	1584	FB_alveolar
TASSeq.deep-3_467606	TASSeq.deep-3	47223	2389	Endo_capillary
TASSeq.deep-3_467728	TASSeq.deep-3	83117	3031	FB_alveolar
TASSeq.deep-3_467838	TASSeq.deep-3	324208	8563	Epi_AT1
TASSeq.deep-3_467843	TASSeq.deep-3	90316	4072	Bcell
TASSeq.deep-3_467846	TASSeq.deep-3	145302	5328	Mo_Ly6Chi
TASSeq.deep-3_467944	TASSeq.deep-3	129394	4309	Endo_capillary
TASSeq.deep-3_468210	TASSeq.deep-3	240557	6945	doublet
TASSeq.deep-3_468246	TASSeq.deep-3	254952	6439	FB_alveolar
TASSeq.deep-3_468311	TASSeq.deep-3	50117	2910	Pericyte
TASSeq.deep-3_468358	TASSeq.deep-3	122068	5546	Tcell_CD8T
TASSeq.deep-3_468497	TASSeq.deep-3	77227	3613	NK
TASSeq.deep-3_468568	TASSeq.deep-3	160394	4927	Endo_aerocyte
TASSeq.deep-3_468681	TASSeq.deep-3	106233	3796	Mo_Ly6Clo
TASSeq.deep-3_468758	TASSeq.deep-3	292181	6100	DC_cDC2
TASSeq.deep-3_469138	TASSeq.deep-3	68084	2729	Endo_capillary
TASSeq.deep-3_469168	TASSeq.deep-3	42968	2318	Pericyte
TASSeq.deep-3_469416	TASSeq.deep-3	88493	3650	FB_alveolar
TASSeq.deep-3_469513	TASSeq.deep-3	89616	3981	Bcell
TASSeq.deep-3_469672	TASSeq.deep-3	262011	5528	Epi_AT2
TASSeq.deep-3_469849	TASSeq.deep-3	169359	4876	FB_alveolar
TASSeq.deep-3_469891	TASSeq.deep-3	74427	3364	Bcell
TASSeq.deep-3_469901	TASSeq.deep-3	139950	4774	Endo_aerocyte
TASSeq.deep-3_469917	TASSeq.deep-3	243267	6424	DC_cDC1
TASSeq.deep-3_470334	TASSeq.deep-3	212991	6753	Tcell_CD8T
TASSeq.deep-3_470644	TASSeq.deep-3	197752	5707	Endo_aerocyte
TASSeq.deep-3_470735	TASSeq.deep-3	331360	7339	FB_alveolar
TASSeq.deep-3_470927	TASSeq.deep-3	173629	5901	NK
TASSeq.deep-3_471056	TASSeq.deep-3	138420	4484	Tcell_CD8T
TASSeq.deep-3_471244	TASSeq.deep-3	68884	3347	Bcell
TASSeq.deep-3_471410	TASSeq.deep-3	76277	3782	Bcell
TASSeq.deep-3_472081	TASSeq.deep-3	154514	4915	Mo_Ly6Chi
TASSeq.deep-3_472256	TASSeq.deep-3	140060	4512	FB_alveolar
TASSeq.deep-3_472288	TASSeq.deep-3	209609	5519	FB_alveolar
TASSeq.deep-3_472362	TASSeq.deep-3	152631	5482	doublet
TASSeq.deep-3_473056	TASSeq.deep-3	112729	4231	FB_alveolar
TASSeq.deep-3_473060	TASSeq.deep-3	92027	3940	Endo_capillary
TASSeq.deep-3_473184	TASSeq.deep-3	107738	4387	Tcell_CD4T
TASSeq.deep-3_473300	TASSeq.deep-3	54180	2899	Mac_AM
TASSeq.deep-3_473366	TASSeq.deep-3	252776	6153	FB_alveolar
TASSeq.deep-3_473460	TASSeq.deep-3	80171	3665	Endo_capillary
TASSeq.deep-3_473628	TASSeq.deep-3	705164	10181	Mac_AM
TASSeq.deep-3_473821	TASSeq.deep-3	197063	5500	FB_alveolar
TASSeq.deep-3_474121	TASSeq.deep-3	428642	8366	Mac_AM
TASSeq.deep-3_474168	TASSeq.deep-3	70228	3349	Endo_venous
TASSeq.deep-3_474286	TASSeq.deep-3	83244	3380	Endo_capillary
TASSeq.deep-3_474589	TASSeq.deep-3	71614	2695	Epi_AT1
TASSeq.deep-3_474631	TASSeq.deep-3	287574	7092	Epi_AT1
TASSeq.deep-3_474771	TASSeq.deep-3	43885	2115	Endo_capillary
TASSeq.deep-3_474833	TASSeq.deep-3	147237	4414	FB_alveolar
TASSeq.deep-3_474876	TASSeq.deep-3	38651	1722	Endo_capillary
TASSeq.deep-3_475134	TASSeq.deep-3	276332	6157	Epi_AT2
TASSeq.deep-3_475139	TASSeq.deep-3	337923	7327	FB_adventitial
TASSeq.deep-3_475687	TASSeq.deep-3	86053	3231	Endo_capillary
TASSeq.deep-3_475800	TASSeq.deep-3	160795	5368	Endo_aerocyte
TASSeq.deep-3_475912	TASSeq.deep-3	145453	4670	Endo_capillary
TASSeq.deep-3_476070	TASSeq.deep-3	82318	3672	FB_alveolar
TASSeq.deep-3_476236	TASSeq.deep-3	106089	3612	Endo_capillary
TASSeq.deep-3_476344	TASSeq.deep-3	336780	7184	Epi_AT2
TASSeq.deep-3_476354	TASSeq.deep-3	146464	5086	Mo_Ly6Clo
TASSeq.deep-3_476373	TASSeq.deep-3	54498	2278	Pericyte
TASSeq.deep-3_476421	TASSeq.deep-3	357878	7308	Epi_AT2
TASSeq.deep-3_476567	TASSeq.deep-3	73141	2924	Endo_capillary
TASSeq.deep-3_476680	TASSeq.deep-3	103545	3532	Endo_capillary
TASSeq.deep-3_476763	TASSeq.deep-3	92677	4373	Bcell
TASSeq.deep-3_476809	TASSeq.deep-3	409034	7727	Epi_AT2
TASSeq.deep-3_476815	TASSeq.deep-3	77266	3046	Endo_capillary
TASSeq.deep-3_476880	TASSeq.deep-3	161706	5352	Tcell_CD4T
TASSeq.deep-3_476946	TASSeq.deep-3	62558	3224	Tcell_CD4T
TASSeq.deep-3_476963	TASSeq.deep-3	32399	1423	Endo_capillary
TASSeq.deep-3_477019	TASSeq.deep-3	134289	5722	Bcell
TASSeq.deep-3_477425	TASSeq.deep-3	377184	8299	Mac_AM
TASSeq.deep-3_477622	TASSeq.deep-3	203294	5326	FB_adventitial
TASSeq.deep-3_477725	TASSeq.deep-3	332406	7684	Epi_ciliated
TASSeq.deep-3_478025	TASSeq.deep-3	155365	4864	Epi_AT2
TASSeq.deep-3_478119	TASSeq.deep-3	94346	4314	Bcell
TASSeq.deep-3_478153	TASSeq.deep-3	87229	4427	Bcell
TASSeq.deep-3_478470	TASSeq.deep-3	34976	2462	Bcell
TASSeq.deep-3_478501	TASSeq.deep-3	112778	5030	Tcell_CD8T
TASSeq.deep-3_478660	TASSeq.deep-3	177107	4915	Epi_AT2
TASSeq.deep-3_478761	TASSeq.deep-3	133409	4548	doublet
TASSeq.deep-3_478775	TASSeq.deep-3	78952	3739	Bcell
TASSeq.deep-3_478795	TASSeq.deep-3	90600	4641	DC_cDC1
TASSeq.deep-3_478960	TASSeq.deep-3	308850	7389	FB_adventitial
TASSeq.deep-3_478981	TASSeq.deep-3	415759	10473	FB_alveolar
TASSeq.deep-3_479014	TASSeq.deep-3	80145	3584	Pericyte
TASSeq.deep-3_479022	TASSeq.deep-3	151409	4761	DC_cDC2
TASSeq.deep-3_479023	TASSeq.deep-3	90196	3713	Tcell_CD4T
TASSeq.deep-3_479758	TASSeq.deep-3	63228	2358	Epi_AT2
TASSeq.deep-3_479971	TASSeq.deep-3	64259	2739	FB_alveolar
TASSeq.deep-3_480339	TASSeq.deep-3	317892	7918	Bcell
TASSeq.deep-3_480462	TASSeq.deep-3	360453	7688	Epi_AT2
TASSeq.deep-3_480501	TASSeq.deep-3	130927	5131	Tcell_CD4T
TASSeq.deep-3_480914	TASSeq.deep-3	235307	5907	Endo_capillary
TASSeq.deep-3_480950	TASSeq.deep-3	98866	3647	Pericyte
TASSeq.deep-3_481104	TASSeq.deep-3	404956	8278	Epi_AT2
TASSeq.deep-3_481124	TASSeq.deep-3	109554	3529	Epi_AT1
TASSeq.deep-3_481173	TASSeq.deep-3	72698	3319	Tcell_CD4T
TASSeq.deep-3_481667	TASSeq.deep-3	237267	6401	FB_alveolar
TASSeq.deep-3_481675	TASSeq.deep-3	60563	2276	Endo_capillary
TASSeq.deep-3_481808	TASSeq.deep-3	268587	7780	Epi_ciliated
TASSeq.deep-3_481858	TASSeq.deep-3	196723	7306	Epi_ciliated
TASSeq.deep-3_481957	TASSeq.deep-3	85589	3466	Endo_capillary
TASSeq.deep-3_482215	TASSeq.deep-3	54136	2492	Endo_capillary
TASSeq.deep-3_482494	TASSeq.deep-3	146060	4625	Endo_capillary
TASSeq.deep-3_482556	TASSeq.deep-3	529814	9238	Mac_AM
TASSeq.deep-3_482608	TASSeq.deep-3	61475	3142	Endo_capillary
TASSeq.deep-3_482875	TASSeq.deep-3	131161	4819	FB_alveolar
TASSeq.deep-3_482990	TASSeq.deep-3	106696	3925	Endo_capillary
TASSeq.deep-3_483260	TASSeq.deep-3	178718	5442	DC_cDC2
TASSeq.deep-3_483415	TASSeq.deep-3	82873	3533	Endo_capillary
TASSeq.deep-3_483516	TASSeq.deep-3	96491	3824	FB_alveolar
TASSeq.deep-3_483762	TASSeq.deep-3	97994	3656	Bcell
TASSeq.deep-3_484139	TASSeq.deep-3	531461	8794	Epi_AT2
TASSeq.deep-3_484191	TASSeq.deep-3	87981	3882	Mo_Ly6Chi
TASSeq.deep-3_484265	TASSeq.deep-3	81551	3558	Endo_capillary
TASSeq.deep-3_484491	TASSeq.deep-3	128190	3458	Mac_IM
TASSeq.deep-3_484893	TASSeq.deep-3	224724	5299	FB_adventitial
TASSeq.deep-3_485335	TASSeq.deep-3	62839	2933	Bcell
TASSeq.deep-3_485401	TASSeq.deep-3	83041	3610	Bcell
TASSeq.deep-3_485418	TASSeq.deep-3	281530	7131	SMC
TASSeq.deep-3_485609	TASSeq.deep-3	137108	5072	Tcell_CD8T
TASSeq.deep-3_485916	TASSeq.deep-3	565333	9097	Mac_AM
TASSeq.deep-3_486095	TASSeq.deep-3	558006	8860	Epi_AT2
TASSeq.deep-3_486140	TASSeq.deep-3	58595	2949	Bcell
TASSeq.deep-3_486360	TASSeq.deep-3	135082	4221	FB_alveolar
TASSeq.deep-3_486391	TASSeq.deep-3	165150	5000	FB_alveolar
TASSeq.deep-3_486419	TASSeq.deep-3	178130	5586	Mo_Ly6Chi
TASSeq.deep-3_486467	TASSeq.deep-3	91615	3557	FB_alveolar
TASSeq.deep-3_486541	TASSeq.deep-3	66436	3444	NK
TASSeq.deep-3_486542	TASSeq.deep-3	494406	9018	Mac_AM
TASSeq.deep-3_486609	TASSeq.deep-3	43117	2889	Pericyte
TASSeq.deep-3_486672	TASSeq.deep-3	78226	3186	Endo_capillary
TASSeq.deep-3_486692	TASSeq.deep-3	179318	5541	Mo_Ly6Chi
TASSeq.deep-3_486908	TASSeq.deep-3	92646	3338	Endo_capillary
TASSeq.deep-3_487632	TASSeq.deep-3	182305	5354	Epi_AT1
TASSeq.deep-3_487745	TASSeq.deep-3	115834	4046	Endo_capillary
TASSeq.deep-3_487837	TASSeq.deep-3	132779	3762	Epi_AT2
TASSeq.deep-3_488015	TASSeq.deep-3	47918	2327	Pericyte
TASSeq.deep-3_488208	TASSeq.deep-3	104608	4725	SMC
TASSeq.deep-3_488581	TASSeq.deep-3	91955	4286	Tcell_Treg
TASSeq.deep-3_488680	TASSeq.deep-3	114271	4676	FB_alveolar
TASSeq.deep-3_488836	TASSeq.deep-3	114206	4399	Endo_capillary
TASSeq.deep-3_488881	TASSeq.deep-3	137397	4259	FB_alveolar
TASSeq.deep-3_488998	TASSeq.deep-3	33504	2163	Endo_capillary
TASSeq.deep-3_489029	TASSeq.deep-3	284136	5996	Epi_AT2
TASSeq.deep-3_489042	TASSeq.deep-3	92877	3972	FB_alveolar
TASSeq.deep-3_489060	TASSeq.deep-3	76590	3457	Bcell
TASSeq.deep-3_489243	TASSeq.deep-3	73134	3655	Bcell
TASSeq.deep-3_489299	TASSeq.deep-3	235824	6036	FB_alveolar
TASSeq.deep-3_489956	TASSeq.deep-3	324187	6960	Epi_AT2
TASSeq.deep-3_490008	TASSeq.deep-3	66944	2922	FB_alveolar
TASSeq.deep-3_490092	TASSeq.deep-3	91185	3404	Endo_capillary
TASSeq.deep-3_490101	TASSeq.deep-3	217754	5990	doublet
TASSeq.deep-3_490541	TASSeq.deep-3	90261	3751	Basophil
TASSeq.deep-3_490936	TASSeq.deep-3	67834	3296	FB_alveolar
TASSeq.deep-3_491120	TASSeq.deep-3	387576	7750	DC_cDC1
TASSeq.deep-3_491427	TASSeq.deep-3	437701	8354	Mac_AM
TASSeq.deep-3_491439	TASSeq.deep-3	32554	1835	NK
TASSeq.deep-3_491453	TASSeq.deep-3	147407	4300	Mac_IM
TASSeq.deep-3_491553	TASSeq.deep-3	67892	2881	Pericyte
TASSeq.deep-3_492089	TASSeq.deep-3	88799	3919	Bcell
TASSeq.deep-3_492194	TASSeq.deep-3	217354	6388	Epi_AT1
TASSeq.deep-3_492557	TASSeq.deep-3	343032	7530	Mac_AM
TASSeq.deep-3_492733	TASSeq.deep-3	163389	5519	DC_cDC2
TASSeq.deep-3_492747	TASSeq.deep-3	76671	3265	Endo_venous
TASSeq.deep-3_492781	TASSeq.deep-3	85396	3080	SMC
TASSeq.deep-3_492985	TASSeq.deep-3	222727	5721	DC_cDC2
TASSeq.deep-3_493112	TASSeq.deep-3	186453	5963	SMC
TASSeq.deep-3_493181	TASSeq.deep-3	42106	2331	Endo_capillary
TASSeq.deep-3_493360	TASSeq.deep-3	94460	3303	FB_alveolar
TASSeq.deep-3_493449	TASSeq.deep-3	208561	7146	Epi_ciliated
TASSeq.deep-3_493483	TASSeq.deep-3	199437	5942	doublet
TASSeq.deep-3_493869	TASSeq.deep-3	96661	4255	Bcell
TASSeq.deep-3_494631	TASSeq.deep-3	46895	2662	Bcell
TASSeq.deep-3_494732	TASSeq.deep-3	88236	3375	Pericyte
TASSeq.deep-3_494772	TASSeq.deep-3	66207	2763	Endo_capillary
TASSeq.deep-3_494802	TASSeq.deep-3	39129	2357	Bcell
TASSeq.deep-3_494809	TASSeq.deep-3	63529	3397	Bcell
TASSeq.deep-3_494869	TASSeq.deep-3	91741	3444	Pericyte
TASSeq.deep-3_494994	TASSeq.deep-3	276305	8305	Pericyte
TASSeq.deep-3_495115	TASSeq.deep-3	38555	2279	FB_alveolar
TASSeq.deep-3_495547	TASSeq.deep-3	310436	7615	Epi_AT1
TASSeq.deep-3_495770	TASSeq.deep-3	349299	7604	doublet
TASSeq.deep-3_495807	TASSeq.deep-3	65848	2692	Endo_capillary
TASSeq.deep-3_495904	TASSeq.deep-3	57899	2492	Endo_aerocyte
TASSeq.deep-3_495957	TASSeq.deep-3	195937	5862	Endo_aerocyte
TASSeq.deep-3_495970	TASSeq.deep-3	60961	3120	FB_alveolar
TASSeq.deep-3_496203	TASSeq.deep-3	82472	2995	Endo_aerocyte
TASSeq.deep-3_496280	TASSeq.deep-3	624083	9767	Mac_AM
TASSeq.deep-3_496666	TASSeq.deep-3	101739	5373	FB_alveolar
TASSeq.deep-3_497020	TASSeq.deep-3	141859	6049	Tcell_CD8T
TASSeq.deep-3_497153	TASSeq.deep-3	97784	4168	Bcell
TASSeq.deep-3_497398	TASSeq.deep-3	52007	2945	NK
TASSeq.deep-3_497934	TASSeq.deep-3	56345	3312	Bcell
TASSeq.deep-3_498121	TASSeq.deep-3	102871	4654	Bcell
TASSeq.deep-3_498358	TASSeq.deep-3	280257	6741	FB_adventitial
TASSeq.deep-3_498370	TASSeq.deep-3	101525	4111	ILC2
TASSeq.deep-3_499069	TASSeq.deep-3	92240	3639	FB_peribronchiolar
TASSeq.deep-3_499147	TASSeq.deep-3	50934	3878	Endo_capillary
TASSeq.deep-3_499209	TASSeq.deep-3	60507	2639	Endo_capillary
TASSeq.deep-3_499563	TASSeq.deep-3	261916	6623	FB_adventitial
TASSeq.deep-3_499617	TASSeq.deep-3	63625	2676	FB_alveolar
TASSeq.deep-3_499804	TASSeq.deep-3	33143	1617	Endo_capillary
TASSeq.deep-3_499945	TASSeq.deep-3	45575	2472	NK
TASSeq.deep-3_500113	TASSeq.deep-3	40289	2471	Endo_venous
TASSeq.deep-3_500139	TASSeq.deep-3	66022	3362	NK
TASSeq.deep-3_500414	TASSeq.deep-3	112195	3861	FB_alveolar
TASSeq.deep-3_500508	TASSeq.deep-3	249925	6488	DC_cDC2
TASSeq.deep-3_501057	TASSeq.deep-3	81219	3232	Endo_capillary
TASSeq.deep-3_501618	TASSeq.deep-3	258115	7103	Mo_Ly6Clo
TASSeq.deep-3_501721	TASSeq.deep-3	658221	9279	Mac_AM
TASSeq.deep-3_501847	TASSeq.deep-3	66920	4656	DC_cDC3
TASSeq.deep-3_502167	TASSeq.deep-3	120339	3819	FB_alveolar
TASSeq.deep-3_502534	TASSeq.deep-3	226725	5418	FB_alveolar
TASSeq.deep-3_503067	TASSeq.deep-3	86287	3207	Endo_capillary
TASSeq.deep-3_503116	TASSeq.deep-3	97299	3583	Pericyte
TASSeq.deep-3_503311	TASSeq.deep-3	208974	6051	doublet
TASSeq.deep-3_503865	TASSeq.deep-3	78046	3202	Endo_capillary
TASSeq.deep-3_504135	TASSeq.deep-3	443496	8140	Epi_AT2
TASSeq.deep-3_504307	TASSeq.deep-3	74026	2713	Endo_capillary
TASSeq.deep-3_504461	TASSeq.deep-3	179374	6029	Endo_aerocyte
TASSeq.deep-3_504515	TASSeq.deep-3	62497	2733	Endo_capillary
TASSeq.deep-3_504518	TASSeq.deep-3	148778	4691	Endo_aerocyte
TASSeq.deep-3_504533	TASSeq.deep-3	91504	3633	Endo_capillary
TASSeq.deep-3_504570	TASSeq.deep-3	64213	2861	FB_peribronchiolar
TASSeq.deep-3_504573	TASSeq.deep-3	242785	6117	FB_alveolar
TASSeq.deep-3_504691	TASSeq.deep-3	142878	4962	Bcell
TASSeq.deep-3_505345	TASSeq.deep-3	130518	4296	Endo_capillary
TASSeq.deep-3_505354	TASSeq.deep-3	56418	2924	Endo_capillary
TASSeq.deep-3_505519	TASSeq.deep-3	58721	2375	Epi_AT2
TASSeq.deep-3_505597	TASSeq.deep-3	87765	3925	Bcell
TASSeq.deep-3_505861	TASSeq.deep-3	96676	3935	FB_alveolar
TASSeq.deep-3_505966	TASSeq.deep-3	48323	2143	Endo_aerocyte
TASSeq.deep-3_505980	TASSeq.deep-3	42931	2990	Endo_capillary
TASSeq.deep-3_506018	TASSeq.deep-3	79463	3362	Bcell
TASSeq.deep-3_506277	TASSeq.deep-3	70603	3056	Endo_LEC
TASSeq.deep-3_506329	TASSeq.deep-3	51093	3084	FB_alveolar
TASSeq.deep-3_506411	TASSeq.deep-3	119933	4399	Mo_Ly6Clo
TASSeq.deep-3_506630	TASSeq.deep-3	128601	5032	Tcell_CD4T
TASSeq.deep-3_506905	TASSeq.deep-3	182589	5103	FB_alveolar
TASSeq.deep-3_506929	TASSeq.deep-3	144428	5251	Epi_AT1
